Nome,Marca,Unidade,Preço,Preço anterior,Preço por unidade
Estofado-ragut cerdo bandeja peso aproximado 550 g,,,"5,99 €/Kg",,"3,29 €/Bandeja"
Fiambre Lomo Vallina bandeja 340g,,,"3,59 €",,"10,56 €/Kilogramo"
Filete de aguja de cerdo Selecta bandeja peso aproximado 300 g,,,"12,19 €/Kg",,"3,05 €/Bandeja"
Filetes cerdo jamón bandeja peso aproximado 500 g,,,"6,59 €/Kg",,"3,30 €/Bandeja"
Filetes cerdo lomo bandeja peso aproximado 500 g,,,"6,99 €/Kg",,"3,50 €/Bandeja"
Filetes cerdo panceta bandeja peso aproximado 500 g,,,"7,19 €/Kg",,"3,60 €/Bandeja"
Hamburguesa cerdo Selecta 250 g,,,"3,45 €",,"13,80 €/Unidad"
Lacón Coren porción desalado 380 g,,,"3,99 €","4,50 €","10,50 €/Kilogramo"
Lacón Dicarvi porción curado kg,,,"9,45 €",,"9,45 €/Kilogramo"
Lacón González porción con IGP de Galicia curado 350 g,,,"4,65 €",,"13,29 €/Kilogramo"
Lacón González porción raza 100% Duroc curado 390 g,,,"6,75 €",,"17,31 €/Kilogramo"
Lacón Selecta porción desalado curado 380 g,,,"5,25 €",,"13,82 €/Kilogramo"
Lacón Torre de Núñez porción al punto de sal 380 g,,,"3,39 €","3,75 €","8,92 €/Kilogramo"
Laconcito Coren desalado pieza 950 g,,,"8,50 €",,"8,95 €/Kilogramo"
Lomo adobado extratierno ElPozo bandeja 300 g,,,"2,95 €",,"9,83 €/Kilogramo"
Lomo cerdo extratierno ElPozo 300 g,,,"2,95 €",,"9,83 €/Kilogramo"
Lomo extra adobado Vallina bandeja 340 g,,,"3,99 €",,"11,74 €/Kilogramo"
Lomo extra ajillo Vallina bandeja 340 g,,,"3,99 €",,"11,74 €/Kilogramo"
Magreta adobada ElPozo bandeja 330g,,,"3,49 €",,"10,58 €/Kilogramo"
Mini lacón Casa Castelao al punto de sal 50% raza Duroc pieza de 1.2 kg,,,"6,99 €","7,99 €","5,83 €/Kilogramo"
"Minilacón Torre de Núñez ""al punto de sal"" kg",,,"7,50 €",,"7,50 €/Kilogramo"
Morros cerdo salados sin hueso bandeja peso aproximado 500 g,,,"4,79 €/Kg",,"3,10 €/Bandeja"
Orejas de cerdo saladas bandeja peso aproximado 600 g,,,"5,95 €/Kg",,"3,47 €/Bandeja"
Panceta curada desalada Coren porción 250 g,,,"4,25 €","4,65 €","17,00 €/Kilogramo"
Panceta curada Selecta 280 g,,,"5,65 €",,"20,18 €/Kilogramo"
Panceta curada Torre de Núñez 280 g,,,"3,45 €","3,75 €","12,32 €/Kilogramo"
Panceta Ibérica El Chico porción 300 g,,,"3,96 €",,"13,20 €/Kilogramo"
Patas de cerdo saladas bandeja peso aproximado 850 g,,,"3,89 €/Kg",,"3,42 €/Bandeja"
Picada de cerdo Ibérico Legado ElPozo bandeja 400g,,,"4,45 €",,"11,13 €/Kilogramo"
Picada mixta ElPozo 500 g,,,"3,99 €",,"7,98 €/Kilogramo"
Pincho moruno bandeja 4 u 400g,,,"4,90 €",,"12,25 €/Kilogramo"
"Preparado Fabada Vallina (lacón, morcilla asturiana, chorizo asturiano, panceta) 400 g",,,"4,25 €",,"10,63 €/Kilogramo"
"Preparado para cocido Vallina (lacón, chorizo y panceta) 400 g",,,"4,25 €",,"10,63 €/Kilogramo"
Presa de Cerdo Selecta al vacío peso aproximado 730 g,,,"17,99 €/Kg",,"13,13 €/Pieza"
Rabo cerdo salado bandeja peso aproximado 500 g,,,"5,49 €/Kg",,"2,42 €/Bandeja"
Secreto cerdo blanco bandeja peso aproximado 500 g,,,"7,75 €/Kg",,"3,88 €/Bandeja"
Secreto de cerdo Selecta al vacío peso aproximado 850 g,,,"17,49 €/Kg",,"14,87 €/Pieza"
Solomillo de cerdo al Romero ElPozo Extratiernos al vacío pieza peso aproximado 660 g,,,"9,99 €/Kg","10,99 €/Kg","6,99 €/Pieza"
Solomillo de cerdo al vacío peso aproximado 520 g,,,"8,99 €/Kg",,"4,67 €/Porción"
Solomillo de cerdo barbacoa ElPozo extratierno al vacío pieza peso aproximado 660 g,,,"10,99 €/Kg",,"7,69 €/Pieza"
Solomillo de cerdo con boletus y trufa ElPozo extratierno al vacío pieza peso aproximado 640 g,,,"10,99 €/Kg",,"7,69 €/Pieza"
Solomillo de cerdo Selecta al vacío peso aproximado 450 g,,,"22,99 €/Kg",,"10,35 €/Pieza"
Surtido Cocido gallego salado bandeja kg,,,"5,59 €/Kg","6,25 €/Kg","3,68 €/Bandeja"
Tiras costilla cerdo salada bandeja peso aproximado 750 g,,,"8,49 €/Kg",,"6,37 €/Bandeja"
Tocino ibérico Vallina de cerdo salado trozo 235 g,,,"1,85 €",,"7,87 €/Kilogramo"
Unto Ibérico Dicarvi envasado kg,,,"4,25 €/Kg",,"1,06 €/Unidad"
Zorza gallega cerdo bandeja 400 g,,,"3,70 €",,"9,25 €/Kilogramo"
Burger Meat de Angus Coren bandeja 260 g,,,"3,89 €",,"14,96 €/Kilogramo"
Burger meat ternera gallega Coren 240 g,,,"3,25 €",,"13,54 €/Kilogramo"
Chuleta de lomo de vaca madurada bandeja peso aproximado 400 g,,,"21,80 €/Kg",,"6,54 €/Bandeja"
Entrecot de lomo de vaca madurada bandeja peso aproximado 300 g,,,"26,90 €/Kg",,"8,07 €/Bandeja"
Hamburguesa ternera ecológica Coren 240 g,,,"4,49 €",,"18,71 €/Kilogramo"
Mini burger meat ternera gallega Coren 240 g,,,"3,49 €",,"14,54 €/Kilogramo"
Picada de Vacuno ElPozo 500 g,,,"5,65 €",,"11,30 €/Kilogramo"
Estómago/callos ternera Kg,,,"5,99 €",,"5,99 €/Kilogramo"
Hígado ternera kg,,,"5,95 €",,"5,95 €/Kilogramo"
Lengua cerdo frescas-refrigerada kg,,,"5,95 €",,"5,95 €/Kilogramo"
Lengua ternera kg,,,"9,25 €/Kg",,"7,40 €/Unidad"
Mollejas vacuno refrigerado kg,,,"10,25 €",,"10,25 €/Kilogramo"
Pata ternera kg,,,"3,99 €",,"3,99 €/Kilogramo"
Cabeza cerdo ahumada baja sal Dicarvi kg,,,"6,59 €",,"6,59 €/Kilogramo"
Cabeza cerdo curada kg,,,"4,29 €",,"4,29 €/Kilogramo"
Carrillada Cerdo vacío Kg,,,"12,95 €",,"12,95 €/Kilogramo"
Chuletas cerdo aguja kg,,,"4,99 €/Kg",,"0,97 €/Unidad"
Chuletas cerdo surtidas kg,,,"5,29 €/Kg",,"1,01 €/Unidad"
Chuletas lomo cerdo kg,,,"5,49 €/Kg",,"0,93 €/Unidad"
Cinta lomo cerdo filetes kg,,,"5,99 €/Kg",,"0,36 €/Unidad"
Cinta lomo cerdo pieza kg,,,"5,99 €",,"5,99 €/Kilogramo"
Codillos cerdo frescos con piel kg,,,"4,95 €/Kg",,"4,46 €/Pieza"
Codillos cerdo frescos sin piel kg,,,"4,99 €/Kg",,"1,80 €/Pieza"
Costilla cerdo fresca plancha kg,,,"6,25 €",,"6,25 €/Kilogramo"
Espinazo cerdo salado kg,,,"4,39 €",,"4,39 €/Kilogramo"
Filetes jamón fresco de cerdo kg,,,"4,99 €/Kg","5,39 €/Kg","0,52 €/Unidad"
Lacón Coren sin pata curado desalado kg,,,"6,95 €/Kg","7,95 €/Kg","31,28 €/Unidad"
Lacón Dicarvi sin pata curado kg,,,"6,99 €/Kg",,"31,46 €/Unidad"
Manos cerdo frescas kg,,,"5,49 €",,"5,49 €/Kilogramo"
Orejas cerdo frescas kg,,,"6,69 €/Kg",,"1,67 €/Pieza"
Orejas cerdo saladas kg,,,"5,95 €",,"5,95 €/Kilogramo"
Paleta de cerdo fresca kg,,,"3,89 €",,"3,89 €/Kilogramo"
Panceta cerdo con costilla fresca kg,,,"6,75 €",,"6,75 €/Kilogramo"
Panceta cerdo fresca kg,,,"6,99 €",,"6,99 €/Kilogramo"
Panceta curada Vallina sin costilla kg,,,"12,95 €",,"12,95 €/Kilogramo"
Patas cerdo frescas kg,,,"4,39 €",,"4,39 €/Kilogramo"
Patas cerdo saladas kg,,,"3,99 €",,"3,99 €/Kilogramo"
Rabo cerdo fresco kg,,,"5,65 €",,"5,65 €/Kilogramo"
Rabo cerdo salado kg,,,"5,79 €",,"5,79 €/Kilogramo"
Secreto cerdo blanco kg,,,"7,69 €/Kg",,"2,68 €/Unidad"
Solomillo cerdo fresco kg,,,"8,39 €/Kg",,"4,61 €/Pieza"
Tiras costilla cerdo salada kg,,,"8,19 €/Kg",,"6,14 €/Pieza"
Tiras de costilla cerdo fresca kg,,,"8,25 €/Kg",,"6,60 €/Pieza"
Chuletas de lomo de cerdo ibérico Legado kg,,,"15,99 €/Kg",,"2,40 €/Unidad"
Presa de cerdo ibérico Legado al vacío peso aproximado 1kg,,,"31,10 €",,"31,10 €/Kilogramo"
Solomillo de cerdo Ibérico Legado al vacío peso aproximado 0.450kg,,,"19,35 €",,"19,35 €/Kilogramo"
Tocino Ibérico fresco kg,,,"3,25 €",,"3,25 €/Kilogramo"
Tocino Ibérico salado kg,,,"4,19 €",,"4,19 €/Kilogramo"
Cabeza cerdo Selecta oreada-curada kg,,,"6,45 €",,"6,45 €/Kilogramo"
Chuletas cerdo Selecta kg,,,"9,69 €/Kg",,"1,65 €/Unidad"
Cinta lomo cerdo selecta kg,,,"12,49 €/Kg",,"0,81 €/Unidad"
Costilla cerdo Selecta kg,,,"9,29 €/Kg",,"16,72 €/Pieza"
Filetes jamón Selecta fresco de cerdo kg,,,"7,79 €/Kg",,"1,48 €/Unidad"
Jamón fresco cerdo Selecta kg,,,"5,49 €",,"5,49 €/Kilogramo"
Paleta de Cerdo Selecta fresca kg,,,"4,89 €",,"4,89 €/Kilogramo"
Conejo joven kg,,,"7,95 €/Kg",,"10,34 €/Pieza"
Chuletillas cordero kg,,,"21,95 €",,"21,95 €/Kilogramo"
"Cordero Nacional sin cabeza entero, medios o cuartos 10 a 13 kg",,,"14,69 €",,"14,69 €/Kilogramo"
Paletilla cordero kg,,,"19,95 €",,"19,95 €/Kilogramo"
Pierna cordero kg,,,"16,95 €",,"16,95 €/Kilogramo"
Jamoncitos pavo kg,,,"4,79 €/Kg",,"1,29 €/Unidad"
Pechuga pavo filetes kg,,,"8,75 €/Kg",,"1,75 €/Unidad"
Solomillo de pavo al vacío bipack peso aproximado 0.700kg,,,"9,75 €",,"9,75 €/Kilogramo"
Alas pollo kg,,,"4,75 €/Kg",,"0,57 €/Unidad"
Contramuslos pollo kg,,,"4,19 €/Kg",,"0,57 €/Unidad"
Gallina kg,,,"3,49 €",,"3,49 €/Kilogramo"
Jamoncitos de pollo kg,,,"4,79 €/Kg","5,29 €/Kg","0,65 €/Unidad"
Muslos pollo Corral kg,,,"7,75 €/Kg",,"1,55 €/Unidad"
Muslos pollo kg,,,"4,49 €/Kg",,"1,77 €/Unidad"
Pechuga de pollo enteras o filetes kg,,,"6,99 €/Kg",,"2,45 €/Unidad"
Pechuga pollo Corral kg,,,"12,95 €/Kg",,"3,89 €/Unidad"
Pollo corral kg,,,"5,95 €/Kg",,"11,90 €/Unidad"
Pollo limpio/extra kg,,,"3,25 €/Kg",,"7,15 €/Unidad"
Traseros pollo kg,,,"3,19 €/Kg",,"1,44 €/Unidad"
Albóndigas de ternera y de cerdo Burger Meat elaboración propia kg,,,"7,99 €/Kg",,"0,36 €/Unidad"
Brocheta de pavo elaboración propia kg,,,"8,99 €/Kg",,"1,71 €/Unidad"
Brocheta de pollo elaboración propia kg,,,"8,99 €/Kg",,"1,71 €/Unidad"
Burger Meat de pollo con espinacas elaboración propia kg,,,"8,99 €/Kg",,"1,35 €/Unidad"
Burger Meat de pollo con vegetales elaboración propia kg,,,"8,99 €/Kg",,
Burger Meat de pollo elaboración propia kg,,,"8,99 €/Kg",,"1,35 €/Unidad"
Burger Meat de pollo y de pavo elaboración propia kg,,,"8,99 €",,"8,99 €/Kilogramo"
Burger Meat de Ternera Gallega elaboración propia kg,,,"8,99 €/Kg","9,95 €/Kg","1,35 €/Unidad"
Burger Meat de ternera y de cerdo elaboración propia kg,,,"8,25 €/Kg",,"1,24 €/Unidad"
Carne picada cerdo kg,,,"5,99 €",,"5,99 €/Kilogramo"
Carne picada mezcla 50% ternera y 50% cerdo kg,,,"8,25 €",,"8,25 €/Kilogramo"
Carne picada ternera gallega kg,,,"8,95 €",,"8,95 €/Kilogramo"
Chorizo especial Barbacoa kg,,,"7,95 €/Kg",,"0,76 €/Unidad"
Costilla de cerdo adobada elaboración propia kg,,,"7,99 €",,"7,99 €/Kilogramo"
Fiambre lomo adobado horno Dicarvi kg,,,"6,89 €",,"6,89 €/Kilogramo"
Fiambre lomo cerdo horno Vallina kg,,,"9,39 €/Kg",,"0,89 €/Unidad"
Filete ruso de ternera y de cerdo Burger Meat elaboración propia kg,,,"7,99 €/Kg",,"1,20 €/Unidad"
Lomo adobado extra Frigolouro kg,,,"7,89 €/Kg",,"0,71 €/Unidad"
Lomo adobado extratierno ElPozo kg,,,"6,59 €/Kg","7,39 €/Kg","0,66 €/Unidad"
Lomo horno ElPozo adobado kg,,,"6,99 €/Kg",,"0,63 €/Unidad"
Lomo ibérico adobado Legado kg,,,"19,69 €/Kg",,"1,97 €/Unidad"
Longaniza blanca cerdo kg,,,"7,39 €/Kg",,"0,59 €/Unidad"
Longaniza de cerdo blanca ElPozo bandeja 325 g,,,"2,35 €",,"7,23 €/Kilogramo"
Longaniza de cerdo roja ElPozo bandeja 325 g,,,"2,35 €",,"7,23 €/Kilogramo"
Longaniza tipo Criollo kg,,,"6,99 €/Kg",,"0,70 €/Unidad"
Mini Burger Meat de Ternera Gallega elaboración propia kg,,,"10,39 €/Kg",,"0,42 €/Unidad"
Mini Burger Meat de ternera y de cerdo elaboración propia kg,,,"8,99 €/Kg",,"0,36 €/Unidad"
Pincho moruno cerdo con palo kg,,,"8,99 €/Kg",,"1,80 €/Unidad"
Pollo al ajillo elaboración propia kg,,,"3,95 €","4,25 €","3,95 €/Kilogramo"
Preparado de Fajitas de pollo elaboración propia kg,,,"8,99 €",,"8,99 €/Kilogramo"
Salchicha blanca pollo kg,,,"7,99 €",,"7,99 €/Kilogramo"
Tira de costilla de cerdo adobada elaboración propia kg,,,"8,69 €",,"8,69 €/Kilogramo"
Zorza de cerdo elaboración propia kg,,,"7,99 €",,"7,99 €/Kilogramo"
Zorza de pollo elaboración propia kg,,,"9,25 €",,"9,25 €/Kilogramo"
Cadera - Croca Ternera Gallega kg,,,"13,99 €/Kg",,"2,80 €/Porción"
Carrillera ternera kg,,,"13,99 €/Kg",,"3,50 €/Porción"
Chuletas Ternera Gallega kg,,,"13,99 €/Kg",,"4,20 €/Unidad"
Culata Contra Ternera Gallega kg,,,"10,99 €",,"10,99 €/Kilogramo"
Falda Ternera Gallega kg,,,"10,29 €",,"10,29 €/Kilogramo"
Filetes Ternera Gallega kg,,,"10,89 €/Kg","11,99 €/Kg","2,18 €/Unidad"
Jarrete Ternera Gallega kg,,,"11,59 €",,"11,59 €/Kilogramo"
Ossobuco Ternera Gallega kg,,,"10,69 €/Kg",,"3,21 €/Porción"
Ossobuco Ternera Gallega Suprema kg,,,"10,69 €/Kg",,
Picaña Ternera Gallega (tapilla) kg,,,"13,99 €/Kg",,"3,15 €/Unidad"
Rabo Ternera fresco kg,,,"10,99 €/Kg",,"9,89 €/Unidad"
Redondo - Blanquita Ternera Gallega kg,,,"13,79 €/Kg",,"24,82 €/Porción"
Ternera Gallega aguja con hueso kg,,,"9,99 €",,"9,99 €/Kilogramo"
Ternera Gallega aguja s/hueso kg,,,"10,49 €",,"10,49 €/Kilogramo"
Ternera Gallega estofar-guisar kg,,,"9,99 €",,"9,99 €/Kilogramo"
Chuletón Vaca kg,,,"20,69 €/Kg",,"12,41 €/Unidad"
Entrecot Vaca kg,,,"22,69 €/Kg",,"6,81 €/Unidad"
Picaña vacuno kg,,,"16,69 €/Kg",,"3,76 €/Unidad"
Solomillo Vaca kg,,,"30,59 €/Kg",,"6,12 €/Porción"
Batido Bat Asturiana cacao 1 l,,,"1,59 €",,"1,59 €/Litro"
Batido Cacaolat cacao botella 1 l,,,"2,39 €",,"2,39 €/Litro"
Batido Cola Cao Energy Pack 3x188ml,,,"1,83 €",,"3,24 €/Litro"
Batido Feiraco chocolate pack 3x200 ml,,,"0,75 €",,"1,25 €/Litro"
Batido Pascual Chocolate 3x200 ml,,,"1,59 €",,"2,65 €/Litro"
Cola Cao Shake 200 ml,,,"1,45 €",,"7,25 €/Litro"
Vaso Batido Oreo con galleta 200 ml,,,"1,69 €",,"8,45 €/Litro"
Espuma de leche La Lechera spray 260 g,,,"2,30 €",,"8,85 €/Kilogramo"
Leche condensada Alteza lata 370 g,,,"1,19 €",,"3,22 €/Kilogramo"
Leche La Lechera condensada 370 g,,,"1,86 €",,"5,03 €/Kilogramo"
Leche La Lechera condensada 740 g,,,"2,87 €",,"3,88 €/Kilogramo"
Leche La Lechera condensada desnatada 387 g,,,"1,86 €",,"4,81 €/Kilogramo"
Leche La Lechera condensada sirvefácil 450 g,,,"2,67 €",,"5,93 €/Kilogramo"
Leche La Lechera condensada sirvefácil desnatada 450 g,,,"2,67 €",,"5,93 €/Kilogramo"
Leche Nestlé Ideal evaporada brik 525g,,,"1,99 €",,"3,79 €/Kilogramo"
Leche polvo Asturiana desnatada 800 g,,,"6,95 €",,"8,69 €/Kilogramo"
Leche polvo Sveltesse calcio 1 kg,,,"8,94 €",,"8,94 €/Litro"
Nata líquida Président para café o té pack 10x9.80 ml,,,"0,95 €",,"9,69 €/Litro"
Bebida Alpro almendras 1 l,,,"2,09 €",,"2,09 €/Litro"
Bebida Alpro almendras sin azúcar 1 L,,,"2,09 €",,"2,09 €/Litro"
Bebida Alpro avellanas 1l,,,"1,99 €",,"1,99 €/Litro"
Bebida Alpro avena Barista 1 l,,,"2,19 €",,"2,19 €/Litro"
Bebida Alpro avena brik 1 l,,,"2,09 €",,"2,09 €/Litro"
Bebida Alpro avena sin azúcares 1 l,,,"2,09 €",,"2,09 €/Litro"
Bebida Alpro coco 1l,,,"1,99 €",,"1,99 €/Litro"
Bebida de Almendra Almond Breeze Zero 1l,,,"1,79 €","1,99 €","1,79 €/Litro"
Bebida de arroz Yosoy 100% natural 1 l,,,"1,49 €",,"1,49 €/Litro"
Bebida de avena Calciavena Santiveri 1 l,,,"2,45 €",,"2,45 €/Litro"
Bebida de avena Froiz bio 0% azúcares añadidos 1 l,,,"1,25 €",,"1,25 €/Litro"
Bebida de avena Froiz calcio 0% sin azucares añadidos 1l,,,"0,90 €",,"0,90 €/Litro"
Bebida de avena Provamel Bio sin azúcar 1 l,,,"2,45 €",,"2,45 €/Litro"
Bebida de avena Yosoy 100% natural 1 l,,,"1,50 €",,"1,50 €/Litro"
Bebida de Nuez Borges 1 l,,,"2,59 €",,"2,59 €/Litro"
Bebida de soja Alpro ligera 1 l,,,"1,79 €",,"1,79 €/Litro"
Bebida de soja Alpro natural 1 l,,,"1,79 €",,"1,79 €/Litro"
Bebida de soja Froiz ligera calcio 1 l,,,"0,80 €",,"0,80 €/Litro"
Bebida de soja Froiz original calcio 1 l,,,"0,70 €",,"0,70 €/Litro"
Bebida de soja Pascual chocolate Vivesoy 1 l,,,"1,95 €",,"1,95 €/Litro"
Bebida de soja Pascual vainilla Vivesoy 1 l,,,"1,95 €",,"1,95 €/Litro"
Bebida de soja Vivesoy 1 l,,,"1,50 €",,"1,50 €/Litro"
Bebida de soja Vivesoy ligera 1 l,,,"1,79 €",,"1,79 €/Litro"
Bebida soja Gerblé Bio natural 1 l,,,"1,79 €",,"1,79 €/Litro"
Bebida soja Provamel Calcimel 1 l,,,"1,99 €",,"1,99 €/Litro"
Leche de almendras Froiz bio 0% azúcares añadidos 1 l,,,"1,30 €",,"1,30 €/Litro"
Leche de Almendras Provamel Bio sin azúcar 1 l,,,"2,99 €",,"2,99 €/Litro"
Bebida láctea Asturiana fibra 1 l,,,"1,39 €",,"1,39 €/Litro"
Leche Puleva Omega 3 nuez desnatada 1 l,,,"1,69 €",,"1,69 €/Litro"
Leche Puleva Omega 3 original desnatada 1 l,,,"1,65 €",,"1,65 €/Litro"
Preparado lácteo Flora ligera brik 1 l,,,"1,89 €",,"1,89 €/Litro"
"Leche Asturiana desnatada 1,5 l",,,"1,49 €",,"0,99 €/Litro"
Leche Asturiana desnatada brik 1 l,,,"0,99 €",,"0,99 €/Litro"
"Leche Asturiana entera 1,5 l",,,"1,49 €",,"0,99 €/Litro"
Leche Asturiana entera brik 1 l,,,"0,99 €",,"0,99 €/Litro"
"Leche Asturiana semidesnatada 1,5 l",,,"1,49 €",,"0,99 €/Litro"
Leche Asturiana semidesnatada brik 1 l,,,"0,99 €",,"0,99 €/Litro"
Leche Deleite desnatada A2A2 1 l,,,"1,09 €",,"1,09 €/Litro"
Leche Deleite entera A2A2 1 l,,,"1,09 €",,"1,09 €/Litro"
Leche Deleite semidesnatada A2A2 1 l,,,"1,09 €",,"1,09 €/Litro"
Leche Feiraco desnatada brik 1 l,,,"1,05 €",,"1,05 €/Litro"
Leche Feiraco entera brik 1 l,,,"1,05 €",,"1,05 €/Litro"
Leche Feiraco entera pack 3x200 ml,,,"0,99 €",,"1,65 €/Kilogramo"
Leche Feiraco semidesnatada brik 1 l,,,"1,05 €",,"1,05 €/Litro"
Leche Froiz desnatada 1l,,,"0,83 €",,"0,83 €/Litro"
Leche Froiz entera 1 l,,,"0,85 €",,"0,85 €/Litro"
Leche Froiz semidesnatada 1 l,,,"0,84 €",,"0,84 €/Litro"
Leche Gaza desnatada brik 1 l,,,"0,94 €",,"0,94 €/Litro"
Leche Gaza entera brik 1 l,,,"0,94 €",,"0,94 €/Litro"
Leche Gaza semidesnatada brik 1 l,,,"0,94 €",,"0,94 €/Litro"
Leche Larsa desnatada brik 1 l,,,"0,99 €",,"0,99 €/Litro"
Leche Larsa entera brik 1 l,,,"0,99 €",,"0,99 €/Litro"
Leche Larsa semidesnatada brik 1 l,,,"0,99 €",,"0,99 €/Litro"
Leche Lauki desnatada brik 1 l,,,"0,99 €",,"0,99 €/Litro"
Leche Lauki entera brik 1 l,,,"0,99 €",,"0,99 €/Litro"
Leche Lauki semidesnatada brik 1 l,,,"0,99 €",,"0,99 €/Litro"
Leche Leyma botella desnatada 1.5l,,,"1,44 €",,"0,96 €/Litro"
Leche Leyma botella entera 1.5l,,,"1,44 €",,"0,96 €/Litro"
Leche Leyma botella semidesnatada 1.5l,,,"1,44 €",,"0,96 €/Litro"
Leche Leyma desnatada brik 1 l,,,"0,89 €","0,94 €","0,89 €/Litro"
Leche Leyma entera brik 1 l,,,"0,89 €","0,94 €","0,89 €/Litro"
Leche Leyma semidesnatada brik 1 l,,,"0,89 €","0,94 €","0,89 €/Litro"
Leche Pascual desnatada botella 1.5 l,,,"1,63 €",,"1,09 €/Litro"
Leche Pascual desnatada brik 1 l,,,"1,09 €",,"1,09 €/Litro"
Leche Pascual entera botella 1.5 l,,,"1,63 €",,"1,09 €/Litro"
Leche Pascual entera brik 1 l,,,"1,09 €",,"1,09 €/Litro"
Leche Pascual semidesnatada botella 1.5 l,,,"1,63 €",,"1,09 €/Litro"
Leche Pascual semidesnatada brik 1 l,,,"1,09 €",,"1,09 €/Litro"
Leche Solar desnatada brik 1 l,,,"0,88 €",,"0,88 €/Litro"
Leche Solar entera brik 1 l,,,"0,88 €",,"0,88 €/Litro"
Leche Solar semidesnatada brik 1 l,,,"0,88 €",,"0,88 €/Litro"
Leche Tierra de Sabor desnatada brik 1 l,,,"0,95 €",,"0,95 €/Litro"
Leche Tierra de Sabor entera brik 1 l,,,"0,95 €",,"0,95 €/Litro"
Leche Tierra de Sabor semidesnatada brik 1 l,,,"0,95 €",,"0,95 €/Litro"
Leche Únicla entera 1 l,,,"1,25 €",,"1,25 €/Litro"
Leche Únicla semidesnatada brik 1 l,,,"1,25 €",,"1,25 €/Litro"
Leche Froiz calcio desnatada 1 l,,,"0,89 €",,"0,89 €/Litro"
Leche Froiz calcio semidesnatada 1 l,,,"0,89 €",,"0,89 €/Litro"
Leche Gaza calcio desnatada brik 1 l,,,"1,09 €",,"1,09 €/Litro"
Leche Gaza calcio entera brik 1 l,,,"1,09 €",,"1,09 €/Litro"
Leche Gaza calcio semidesnatada brik 1 l,,,"1,09 €",,"1,09 €/Litro"
Leche Pascual calcio desnatada brik 1 l,,,"1,69 €",,"1,69 €/Litro"
Leche Pascual calcio entera brik 1 l,,,"1,69 €",,"1,69 €/Litro"
Leche Pascual calcio semidesnatada brik 1 l,,,"1,69 €",,"1,69 €/Litro"
Leche Puleva calcio desnatada brik 1 l,,,"1,45 €",,"1,45 €/Litro"
Leche Puleva calcio semidesnatada brik 1l,,,"1,45 €",,"1,45 €/Litro"
Leche Gaza oveja brik 1 l,,,"1,99 €",,"1,99 €/Litro"
Leche Puleva cabra 1 l,,,"1,89 €",,"1,89 €/Litro"
Leche Puleva ecológica semidesnatada 1l,,,"1,49 €",,"1,49 €/Litro"
Leche Puleva Fresca Eco semidesnatada 1 l,,,"1,65 €",,"1,65 €/Litro"
Leche Froiz fresca entera 1 l,,,"0,95 €",,"0,95 €/Litro"
Leche Leyma fresca desnatada 1.5 l,,,"1,61 €",,"1,07 €/Litro"
Leche Leyma fresca entera 1.5 l,,,"1,61 €",,"1,07 €/Litro"
Leche Leyma fresca semidesnatada 1.5 l,,,"1,61 €",,"1,07 €/Litro"
Leche Puleva fresca entera botella 1.5 l,,,"1,89 €",,"1,26 €/Litro"
Leche Asturiana sin lactosa 0% desnatatada 1 l,,,"1,19 €",,"1,19 €/Litro"
Leche Asturiana sin lactosa entera 1 l,,,"1,19 €",,"1,19 €/Litro"
Leche Asturiana sin lactosa semidesnatada 1 l,,,"1,19 €",,"1,19 €/Litro"
Leche Asturiana Suprema 0.0% materia grasa desnatada sin lactosa 1 l,,,"1,25 €",,"1,25 €/Litro"
Leche Feiraco semidesnatada sin lactosa 1 l,,,"1,15 €","1,20 €","1,15 €/Litro"
Leche Froiz sin lactosa desnatada 1 l,,,"0,91 €",,"0,91 €/Litro"
Leche Froiz sin lactosa semidesnatada 1l,,,"0,92 €",,"0,92 €/Litro"
Leche Gaza sin lactosa desnatada brik 1l,,,"1,05 €",,"1,05 €/Litro"
Leche Gaza sin lactosa entera brik 1 l,,,"1,05 €",,"1,05 €/Litro"
Leche Gaza sin lactosa semidesnatada brik 1 l,,,"1,05 €",,"1,05 €/Litro"
Leche Kaiku sin lactosa desnatada 1 l,,,"1,29 €",,"1,29 €/Litro"
Leche Kaiku sin lactosa semidesnatada 1 l,,,"1,29 €",,"1,29 €/Litro"
Leche Larsa sin lactosa desnatada 1 l,,,"1,15 €",,"1,15 €/Litro"
Leche Larsa sin lactosa semidesnatada 1l,,,"1,15 €",,"1,15 €/Litro"
Leche Leyma sin lactosa semidesnatada 1 l,,,"1,05 €",,"1,05 €/Litro"
Leche Pascual sin lactosa desnatada 1 l,,,"1,39 €",,"1,39 €/Litro"
Leche Pascual sin lactosa entera 1l,,,"1,39 €",,"1,39 €/Litro"
Leche Pascual sin lactosa semidesnatada 1 l,,,"1,39 €",,"1,39 €/Litro"
Leche Puleva Mañanas Ligeras sin lactosa desnatada 0% 1 l,,,"1,29 €",,"1,29 €/Litro"
