NAME,BRAND,QUANTITY,PRICE,PPU,OLDPRICE,OLDPPU,EAN
DIA BONTÉ Elixir Bucal Flúor Power Travel 100 ml,DIA BONT,,"1,69 €","1,69 €/ud",,,
ORAL-B Recarga Escova de Dentes Cross Action 2 un,ORAL,,"14,99 €","7,50 €/ud",,,
DETTOL Recarga Sabonete Líquido Hidratante Aloé Vera 250 ml,DETTOL,,"3,19 €","12,76 €/l",,,
AUSONIA DISCREET Pensos para Perdas de Urina Absorção Nornal 12 Un,AUSONIA DISCREET,,"2,24 €","0,19 €/ud",,,
AUSONIA DISCREET Cuecas para Perdas de Urina Tamanho M 9 Un,AUSONIA DISCREET,,"7,49 €","0,83 €/ud",,,
AUSONIA DISCREET Cuecas para Perdas de Urina Tamanho G 8 Un,AUSONIA DISCREET,,"7,49 €","0,94 €/ud",,,
NIVEA Creme Nutritivo Care 200 ml,NIVEA,,"6,48 €","32,40 €/l",,,
DIA BONTÉ Champô Mel 250 ml,DIA BONT,,"1,79 €","7,16 €/l",,,
ULTRA SUAVE Champô Delicadeza de Aveia 250 ml,ULTRA SUAVE,,"2,15 €","8,60 €/l",,,
L'ORÉAL PARIS Creme de Dia Age Perfect Golden Age  50 ml,OR AL PARIS,,"17,99 €","359,80 €/l",,,
COREGA Sem Sabor Creme Fixativo 70 g,COREGA,,"14,39 €","205,57 €/Kg",,,
NIVEA Deo Roll-On Protect & Care 50 ml,NIVEA,,"4,62 €","92,40 €/l",,,
SYOSS Champô Ceramide Anti-queda 440 ml,SYOSS,,"3,49 €","7,93 €/l","7,20 €","16,36 €/l",
DIA BONTÉ Toalhitas Desodorizantes Pocket 1 Un,DIA BONT,,"1,09 €","1,09 €/ud",,,
DIA BONTÉ Gel de Limpeza Facial Touhours Belle 250 ml,DIA BONT,,"4,49 €","17,96 €/l",,,
GARNIER Máscara 3 em 1 Carvão Pure Active Intensive 150 ml,GARNIER,,"8,99 €","59,93 €/l",,,
GARNIER Água Micelar em Óleo 400 ml,GARNIER,,"7,99 €","19,98 €/l",,,
DIA BONTÉ Pensos Para Perdas de Urina Homem 10 Un,DIA BONT,,"2,35 €","0,24 €/ud",,,
REXONA Desodorizante Spray Invisible B+W 150 ml,REXONA,,"2,69 €","17,93 €/l",,,
AXE Cera de Cabelo Urban 130 ml,AXE,,"6,49 €","49,92 €/l",,,
DIA BONTÉ Creme Depilatório Men 200 ml,DIA BONT,,"3,89 €","19,45 €/l",,,
VEET Cera Depilatória à Base de Açúcar Com Óleo de Argão 250 ml,VEET,,"5,59 €","22,36 €/l",,,
JOHNSON'S Loção Corporal Hidratante Vitarich Uva 400 ml,JOHNSON,,"5,99 €","14,98 €/l",,,
DIA BONTÉ Pensos Higiénicos Ultra Normal Sem Abas 28 Un,DIA BONT,,"2,19 €","0,08 €/ud",,,
