NAME,BRAND,QUANTITY,PRICE,PPU,OLDPRICE,OLDPPU,EAN
DIA CAFETARIA Cápsulas de Café Intenso Intensidade 9 10 Un,DIA CAFETARIA,,"1,85 €","0,19 €/ud",,,
DIA CAFETARIA Cápsulas de Café Descafeinado Intensidade 1 10 Un,DIA CAFETARIA,,"1,85 €","0,19 €/ud",,,
CEM PORCENTO Biscoitos Integrais de Alfarroba  250 g,CEM PORCENTO,,"2,69 €","10,76 €/Kg",,,
CEM PORCENTO Bolachas Marinheiras Naturais 200 g,CEM PORCENTO,,"2,89 €","14,45 €/Kg",,,
BELVITA Bolachas Soft Bakes Frutos Silvestres  250 g,BELVITA,,"2,99 €","11,96 €/Kg",,,
TRIUNFO GO Bolachas Digestivas de Canela 171 g,TRIUNFO GO,,"1,69 €","9,88 €/Kg",,,
OREO Bolachas Golden 154 g,OREO,,"1,49 €","9,68 €/Kg",,,
CUÉTARA Bolachas Crackers Integral 200 g,CU TARA,,"1,39 €","6,95 €/Kg",,,
DELTA Q Cápsulas De Café Qualidus XL 40 Un,DELTA XL,,"12,99 €","0,32 €/ud",,,
HALLS Rebuçados Vitamina C Melancia 32 g,HALLS,,"0,89 €","27,81 €/Kg",,,
LIPTON Chá Pyramid Limão & Gengibre 20 Un,LIPTON,,"2,99 €","0,15 €/ud",,,
TOBLERONE Chocolate Negro 100 g,TOBLERONE,,"2,49 €","24,90 €/Kg",,,
DIA GALLETECA Bolachas Cobertas com Chocolate de Leite 150 g,DIA GALLETECA,,"1,25 €","8,33 €/Kg",,,
DELTA Café Moagem Universal Portugal 250 g,DELTA,,"2,39 €","9,56 €/Kg",,,
TRIUNFO GO Bolachas Gestivas de Aveia 171 g,TRIUNFO GO,,"1,69 €","9,88 €/Kg",,,
NESTLÉ Tablete de Chocolate de Leite 90 g,NESTL,,"1,49 €","16,56 €/Kg",,,
ROYAL Gelatina de Limão Light 10Kcal 31 g,ROYAL,,"2,09 €","67,42 €/Kg",,,
DIA DELICIOUS Doce de Frutos Vermelhos 320 g,DIA DELICIOUS,,"2,45 €","7,66 €/Kg",,,
"TRIDENT Pastilhas Bottle Spearmint 82,6 g",TRIDENT,,"2,99 €","36,20 €/Kg",,,
"TRIDENT Pastilhas Shpere Morango 82,6 g",TRIDENT,,"2,99 €","36,20 €/Kg",,,
NACIONAL  Shortcake Chocoalte 180 g,NACIONAL,,"1,79 €","9,94 €/Kg",,,
REGINA Chocolate Leite com Amêndoas 24 g,REGINA,,"0,69 €","28,75 €/Kg",,,
REGINA Tablete Chocolate de Leite Aroma Morango 20 g,REGINA,,"0,59 €","29,50 €/Kg",,,
REGINA Tablete Chocolate Preto 20 g,REGINA,,"0,59 €","29,50 €/Kg",,,
REGINA Tablete Chocolate de Leite Aroma Ananás 20 g,REGINA,,"0,59 €","29,50 €/Kg",,,
REGINA Tablete Chocolate de Leite Aroma Laranja 20 g,REGINA,,"0,59 €","29,50 €/Kg",,,
REGINA Tablete Chocolate de Leite Aroma Maracujá 20 g,REGINA,,"0,59 €","29,50 €/Kg",,,
GRAN PAVESI Bolacha Cracker com Sal 560 g,GRAN PAVESI,,"2,79 €","4,98 €/Kg",,,
DELTA Q Cápsulas de Café QHarisma Intensidade 12 10 Un,DELTA QH,,"3,99 €","0,40 €/ud",,,
"FITNESS Cereais de Granola, Aveia E Mel 300 g",FITNESS,,"3,99 €","13,30 €/Kg",,,
NICOLA Cápsulas de Café Bocage 16 Un,NICOLA,,"4,64 €","0,29 €/ud",,,
