Nome,Preço,Preço Antigo,PpU,PpU Antigo
NIVEA Body Milk Repara & Cuida  400 ml,"6,89 €",,"17,23 €/l",
PARODONTAX Pasta de Dentes Cuidado Branqueador 75 ml,"5,59 €",,"74,53 €/l",
ELVIVE Champô Dream Long 400 ml,"5,99 €",,"14,98 €/l",
DIA IMAQE Sabonete Líquido Mãos Amêndoas e Mel 500 ml,"1,23 €",,"2,46 €/l",
DIA IMAQE Sabonete Líquido Mãos Glicerina 500 ml,"1,30 €",,"2,60 €/l",
DIA IMAQE Sabonete Líquido Mãos Neutralizador de Odores 500 ml,"1,23 €",,"2,46 €/l",
DIA IMAQE Sabonete Líquido Mãos Folha de Oliveira 500 ml,"1,19 €",,"2,38 €/l",
DIA IMAQE Sabonete Líquido Mãos Aloé Vera 500 ml,"1,19 €",,"2,38 €/l",
ELVIVE Condicionador Dream Long 300 ml,"5,89 €",,"19,63 €/l",
DIA IMAQE Ampolas Faciais Antioxidantes Vitamina C + Ácido Tranexâmico 7x2 ml,"4,75 €",,"339,29 €/l",
COLGATE Pasta de Dentes Anti-Cáries 75 ml,"2,24 €",,"29,87 €/l",
L'OREAL PARIS Creme Olhos Age Perfect 15 ml,"15,99 €",,"1.066,00 €/l",
COLGATE Pasta de Dentes Total Original 75 ml,"3,99 €",,"53,20 €/l",
COLGATE Pasta de Dentes Total Branqueadora 75 ml,"3,99 €",,"53,20 €/l",
FRUCTIS Champô Hidra Caracóis 400 ml,"5,99 €",,"14,98 €/l",
FRUCTIS Creme Pentear Hidra Caracóis 400 ml,"7,99 €",,"19,98 €/l",
ELVIVE Máscara Powerfull Resist 680 ml,"13,99 €",,"20,57 €/l",
ELVIVE Máscara Color Vive Violeta 250 ml,"7,99 €",,"31,96 €/l",
ELVIVE Condicionador Dream Long Magic Water 200 ml,"9,99 €",,"49,95 €/l",
EXCELLENCE Coloração Nudes Castanho Claro Universal N.5U 1 un,"12,99 €",,"2,60 €/ud",
EXCELLENCE Coloração Nudes Louro Universal N.7U 1 un,"12,99 €",,"12,99 €/ud",
EXCELLENCE Coloração Nudes Louro Muito Claro Universal N.9U 1 un,"12,99 €",,"12,99 €/ud",
GARNIER Creme Rosto Anti Imperfeições Pure Active 40 ml,"9,99 €",,"249,75 €/l",
FRUCTIS Máscara Capilar Hair Food Melancia 390 ml,"8,99 €",,"23,05 €/l",
L'OREAL PARIS Creme Rosto Dia Active Anti Rugas 65+ 50 ml,"7,69 €","10,99 €","153,80 €/l","219,80 €/l"
DIA LA LLAMA Papel Higiénico 2 Folhas 12 un,"2,35 €",,"0,20 €/ud",
DIA LA LLAMA Papel Higiénico Premium 3 Folhas 12 un,"3,69 €",,"0,31 €/ud",
DIA LA LLAMA Papel Higiénico Compacto 2 Folhas 6 un,"2,49 €",,"0,42 €/ud",
DIA LA LLAMA Papel Higiénico Perfumado 4 Folhas 8 un,"3,79 €",,"0,47 €/ud",
ULTRA SUAVE Champô Tesouros Mel 400 ml,"5,59 €",,"13,98 €/l",
ULTRA SUAVE Champô Abacate Karité 400 ml,"5,59 €",,"13,98 €/l",
ULTRA SUAVE Condicionador Abacate Karité 400 ml,"5,59 €",,"13,98 €/l",
ULTRA SUAVE Condicionador Delicadeza Aveia 400 ml,"5,59 €",,"13,98 €/l",
ULTRA SUAVE Condicionador Tesouros Mel 400 ml,"5,59 €",,"13,98 €/l",
DIA IMAQE Recarga Sabonete Líquido Mãos Amêndoas & Mel 500 ml,"1,03 €",,"2,06 €/l",
FRUCTIS Champô Hair Food Melancia 350 ml,"6,59 €",,"18,83 €/l",
ELVIVE Condicionador Hidra Hialurónico 200 ml,"4,39 €",,"21,95 €/l",
ELVIVE Champô Hidra Hialurónico 250 ml,"4,39 €",,"17,56 €/l",
PANTENE Champô Nutri PRO-V Repara e Protege 640 ml,"8,79 €",,"13,73 €/l",
PANTENE Condicionador Nutri PRO-V Repara e Protege 275 ml,"4,99 €",,"18,15 €/l",
PANTENE Champô Nutri PRO-V Anticaspa 640 ml,"8,79 €",,"13,73 €/l",
PANTENE Champô Nutri PRO-V Cuidado Clássico 360 ml,"4,99 €",,"13,86 €/l",
PANTENE Condicionador Nutri PRO-V Caracóis Perfeitos 275 ml,"4,99 €",,"18,15 €/l",
PANTENE Champô Nutri PRO-V Repara e Protege 360 ml,"4,99 €",,"13,86 €/l",
DIA LA LLAMA Papel Higiénico Acolchoado 3 Folhas 6 un,"2,99 €",,"0,50 €/ud",
TENA Penso de Incontinência Extra Discreet 20 un,"5,59 €",,"0,28 €/ud",
DIA IMAQE Creme Mãos Hidratante Aloe Vera 125 ml,"1,49 €","2,21 €","11,92 €/l","17,68 €/l"
PALMOLIVE Gel de Banho Memories Berry Picking 650 ml,"5,99 €",,"9,22 €/l",
AUSÓNIA Penso de Incontinência Maxi Noite Discreet 12 un,"5,99 €",,"0,50 €/ud",
FRUCTIS Champô Hair Food Papaia 350 ml,"6,59 €",,"18,83 €/l",
GARNIER Serum Antimanchas Vitamina C 30 ml,"15,99 €",,"533,00 €/l",
DIA LA LLAMA Papel Higiénico 2 Folhas 32 un,"5,89 €",,"0,18 €/ud",
DIA IMAQE Creme Mãos Nutritivo Karité 125 ml,"1,54 €",,"12,32 €/l",
GARNIER Creme de Dia Iluminador Vitamina C 50 ml,"8,99 €",,"179,80 €/l",
DOVE Desodorizante Spray Original 150 ml,"4,69 €",,"31,27 €/l",
DIA IMAQE Sabonete Líquido Mãos Frutas Exóticas 500 ml,"1,30 €",,"2,60 €/l",
VASELINE Creme Mãos e Unhas Intensive Care 75 ml,"3,49 €",,"46,53 €/l",
EVAX Penso Higiénico Cottonlike Normal Alas 32 un,"4,24 €",,"0,13 €/ud",
NIVEA Desodorizante Spray Invisible Black & White Active 150 ml,"4,69 €",,"31,27 €/l",
NIVEA Desodorizante Roll-on Invisible Black & White Active 50 ml,"4,49 €",,"89,80 €/l",
GILLETTE Creme da Barba Ultra Sensitive 175 ml,"5,99 €",,"34,23 €/l",
ULTRA SUAVE Condicionador Sem Enxaguar Óleo de Abacate 200 ml,"5,99 €",,"29,95 €/l",
ELVIVE Champô Hidra Hialurónico 400 ml,"6,59 €",,"16,48 €/l",
ELVIVE Condicionador Color Vive 8 Segundos Magic Water 200 ml,"9,99 €",,"49,95 €/l",
ULTRA SUAVE Condicionador Sem Enxaguar Delicadeza de Aveia 200 ml,"5,99 €",,"29,95 €/l",
L'OREAL Desodorizante Roll-on Magnesio Mex Expert 50 ml,"3,99 €",,"79,80 €/l",
ULTRA SUAVE Champô Sólido Abacate 60 g,"5,99 €",,"99,83 €/Kg",
GILLETTE Lâmina Descartável Skinguard Sensitive 3 un,"6,99 €",,"2,33 €/ud",
DIA IMAQE Deo Roll On Protege & Cuida 50 ml,"1,12 €",,"22,40 €/l",
DIA IMAQE Deo Roll On Peles Sensíveis & Delicadas 50 ml,"1,12 €",,"22,40 €/l",
DIA IMAQE Deo Roll On Invisible & Antimanchas 50 ml,"1,12 €",,"22,40 €/l",
DIA IMAQE Deo Roll On Peles Atópicas & Delicadas 50 ml,"1,12 €",,"22,40 €/l",
ORAL-B Pasta de Dentes Pure Activ Cuidado Fresco 75 ml,"2,99 €",,"39,87 €/l",
COLGATE Pasta de Dentes Periogard Gengivas + Dentes Sensíveis 75 ml,"5,59 €",,"74,53 €/l",
COLGATE Pasta de Dentes Periogard Cuidado das Gengivas 75 ml,"5,59 €",,"74,53 €/l",
NIVEA Máscara de Tecido Anti-Idade Hyaluron Cellular Filler,"3,99 €",,"3,99 €/ud",
NIVEA Creme de Dia Nutritivo Pele Seca e Sensível FP30 50 ml,"8,99 €",,"179,80 €/l",
NIVEA Sérum Luminous Antimanchas Cellular 30 ml,"26,99 €",,"899,67 €/l",
FENO Gel de Banho Óleo de Oliva e Camomila 700 ml,"5,69 €",,"8,13 €/l",
DIA IMAQE Limpeza Facial Sólida Caroço de Damasco 50 g,"3,39 €",,"67,80 €/Kg",
DIA IMAQE Champô Sólido Extrato Canábis e Óleo de Canhâmo 60 g,"3,39 €",,"56,50 €/Kg",
DIA IMAQE Champô Sólido Extrato de Abacate e Mirtilo 60 g,"3,39 €",,"56,50 €/Kg",
DIA PLANETA JÚNIOR Lenços de Papel Kids 3 Folhas 6 un,"0,79 €",,"0,13 €/ud",
DIA IMAQE Gel de Banho de Azeitona Mediterrânea 750 ml,"1,74 €",,"2,32 €/l",
DIA IMAQE Gel de Banho de Aloé Vera 750 ml,"1,74 €",,"2,32 €/l",
DIA IMAQE Gel de Banho de Amêndoas e Mel 750 ml,"1,74 €",,"2,32 €/l",
DIA IMAQE Gel de Banho Dermo Proteção 750 ml,"1,74 €",,"2,32 €/l",
DIA IMAQE Gel de Banho Leite de Coco 750 ml,"1,74 €",,"2,32 €/l",
DIA IMAQE Gel de Banho Baunilha e Sandalo com Nozes da Macadamia 750 ml,"1,74 €",,"2,32 €/l",
NIVEA Creme Hidratante Family Care Pele Sensível 450 ml,"6,36 €",,"14,13 €/l",
DIA IMAQE Gel de Banho Rosa & Jasmim 750 ml,"2,05 €",,"2,73 €/l",
FRUCTIS Condicionador Hair Food Melancia 350 ml,"6,59 €",,"18,83 €/l",
DIA IMAQE Deo Roll On sem Sais de Alumínio e com Extrato de Bambu 50 ml,"1,12 €",,"22,40 €/l",
COLGATE Pasta de Dentes Max White Ultra 50 ml,"3,98 €",,"79,60 €/l",
DIA IMAQE Naturals Gel de Banho Glicerina 750 ml,"2,05 €",,"2,73 €/l",
ID Fralda Incontinência (Tamanho L) 28 un,"12,99 €",,"0,46 €/ud",
ID Fralda Incontinência (Tamanho M) 28 un,"10,59 €",,"0,38 €/ud",
DIA IMAQE Água Micelar 250 ml,"1,84 €",,"7,36 €/l",
DIA IMAQE Leite de Limpeza Calmante 250 ml,"1,18 €",,"4,72 €/l",
DIA IMAQE Tónico Facial Calmante 250 ml,"1,43 €",,"5,72 €/l",
Gel de Banho de Aveia 1 L,"1,14 €",,"1,14 €/l",
DIA IMAQE Toalhitas Desmaquilhantes Para Peles Sensíveis 30 un,"1,23 €",,"1,23 €/ud",
"AQUAFRESH Pasta de Dentes Tripla Protecção Eucalipto, Lima e Menta 75 ml","2,39 €",,"31,87 €/l",
NIVEA Body Lotion Hidratante Express 48h Pele Normal a Seca 400 ml,"6,69 €",,"16,73 €/l",
DIA IMAQE Toalhitas Desmaquilhantes Para Peles Maduras 25 un,"1,33 €",,"0,05 €/ud",
TENA Penso Incontinência Sensitive 20 un,"4,79 €",,"0,24 €/ud",
DOVE Sabonete Regular 90 g,"1,25 €",,"13,89 €/Kg",
DIA IMAQE Máscara Facial de Tecido Hidratante,"1,64 €",,"1,64 €/ud",
DIA IMAQE Máscara Facial de Tecido Anti-Idade,"1,64 €",,"1,64 €/ud",
DIA IMAQE Máscara Facial de Tecido Detox,"1,64 €",,"1,64 €/ud",
GILLETTE Labs Máquina de Barbear + Travel Case Counter,"26,49 €",,"26,49 €/ud",
GILLETTE Labs Gel de Barbear 198 ml,"6,99 €",,"35,30 €/l",
